시도,구분,제목,장소,기간,가격,문의처
서울특별시,음악/콘서트,낭만주의 거장 차이코프스키 & 라흐마니노프,롯데콘서트홀,2022-11-23~2022-11-23,유료,"두남재엔터테인먼트 02-6292-9368, 9370"
부산광역시,무용/발레,Fly Higher with KNB [부산],부산시민회관,2022-11-23~2022-11-23,유료,부산문화회관 051-607-6000 (ARS 1번)
대전광역시,음악/콘서트,피아니스트 이지영 리사이틀,대전예술의전당,2022-11-23~2022-11-23,유료,아트로 042-482-4463
경기도,음악/콘서트,"서희태의 렉쳐콘서트, 1도 몰라도 즐기는 가족 클래식: 사계&동물의사육제",고양아람누리 아람음악당,2022-11-23~2022-11-23,유료,뉴서울필하모닉오케스트라 02-6002-6290~1
서울특별시,음악/콘서트,"세실콘서트, 첼리스트 문지형",세실아트홀,2022-11-23~2022-11-23,유료,"세실아트홀 02-543-6352, 02-543-6752"
서울특별시,음악/콘서트,김진경 첼로 독주회,예술의전당 리사이틀홀,2022-11-23~2022-11-23,유료,"조인클래식 02-525-6162,5"
서울특별시,음악/콘서트,김수영 피아노 독주회,금호아트홀 연세,2022-11-23~2022-11-23,유료,J&R예술기획 02-3491-2370
서울특별시,음악/콘서트,"첼리스트 문지형, 2022 세실콘서트",세실아트홀,2022-11-23~2022-11-23,유료,"02 543 6752, 6352"
대전광역시,국악,판소리 다섯마당: 오색유파전 [대전],대전시립연정국악원,2022-03-31~2022-11-24,유료,042-270-8500
인천광역시,전시,"희망, 꽃 빛에 열리다",인천광역시교육청평생학습관,2022-11-16~2022-11-24,무료,032)899-1516
인천광역시,전시,엄마와 딸의 3번째 발자국,인천광역시교육청평생학습관,2022-11-16~2022-11-24,무료,032)899-1516
서울특별시,연극,카운트,소극장피카소,2022-11-21~2022-11-24,유료,극단 숨결 010-9175-1945
서울특별시,연극,"제22회 월드 2인극 페스티벌, 너울",시온아트홀,2022-11-22~2022-11-24,유료,2인극페스티벌 조직위원회 070-7776-6613
서울특별시,연극,"제22회 월드 2인극 페스티벌, 드랙퀸 오! 마담",시온아트홀,2022-11-22~2022-11-24,유료,2인극페스티벌 조직위원회 070-7776-6613
서울특별시,무용/발레,"제43회 서울무용제, SEOUL DANCE LAB",아르코예술극장 소극장,2022-11-22~2022-11-24,유료,서울무용제 조직위원회 02-744-8066
대전광역시,무용/발레,정글북: 또 다른 세계 [대전],대전예술의전당,2022-11-23~2022-11-24,유료,대전예술의전당 042-270-8333
대구광역시,음악/콘서트,"제16회 영남필하모니오케스트라 정기연주회, 한국적 창작 작품의 향연",대구콘서트하우스 그랜드홀,2022-11-24~2022-11-24,유료,영남필하모니오케스트라 사무국 053-217-5592
경상남도,무용/발레,Fly Higher with KNB [경주],경주예술의전당,2022-11-24~2022-11-24,유료,경주문화재단 054-777-6304
서울특별시,국악,화음,민속극장풍류,2022-11-24~2022-11-24,유료,(02) 566-6300
경기도,음악/콘서트,"남양주시립합창단 기획연주회, 클래식 세계여행 (11.24)",다산아트홀,2022-11-24~2022-11-24,무료,남양주시 문화예술과 031-590-2475
대구광역시,음악/콘서트,"대구아티스트위크 시즌 4, 관악: 플루티스트 김영주 & 클라리네티스트 박에스라 듀오 리사이틀",대구콘서트하우스 챔버홀,2022-11-24~2022-11-24,유료,대구콘서트하우스 053-250-1400
서울특별시,음악/콘서트,"아름다운 목요일, 금호 Exclusive: 엘리소 비르살라제 Piano",금호아트홀 연세,2022-11-24~2022-11-24,유료,금호문화재단 02-6303-1977
서울특별시,음악/콘서트,"M소나타 시리즈 #6, 문지영 피아노 리사이틀",마포아트센터 아트홀맥,2022-11-24~2022-11-24,유료,마포아트센터 02-3274-8600
경기도,음악/콘서트,부천시립합창단 신예지휘자 연주회,부천시민회관 대공연장,2022-11-24~2022-11-24,유료,부천시립예술단 032-327-7523
서울특별시,음악/콘서트,제784회 KBS교향악단 정기연주회,예술의전당 콘서트홀,2022-11-24~2022-11-24,유료,KBS교향악단 02-6099-7400
인천광역시,음악/콘서트,"박혜진과 함께하는 브런치콘서트, 당신의 마음은 (11월)",부평아트센터 해누리 극장,2022-11-24~2022-11-24,유료,부평구문화재단 032-500-2000
경상남도,음악/콘서트,우크라이나 체르니우치 필하모니 챔버 오케스트라 [안동],안동문화예술의전당,2022-11-24~2022-11-24,유료,안동문화예술의전당 054-840-3600
울산광역시,음악/콘서트,마리아 조앙 피레스 피아노 리사이틀 [울산],현대예술관,2022-11-24~2022-11-24,유료,현대예술관 1522-3331
경기도,뮤지컬/오페라,"씨네오페라, 라보엠 [용인]",용인포은아트홀,2022-11-24~2022-11-24,유료,"용인문화재단 031-260-3355, 3358"
서울특별시,음악/콘서트,오귀스탱 뒤메이 바이올린 리사이틀,롯데콘서트홀,2022-11-24~2022-11-24,유료,인아츠프로덕션 02-6954-7760
경기도,무용/발레,에미 母 Emi : Mother,성남아트센터,2022-11-24~2022-11-24,유료,성남아트센터 031-783-8000
경기도,무용/발레,"인천시티발레단, 지젤 [평택]",평택남부문예회관 대공연장,2022-11-24~2022-11-24,유료,평택시문화재단 031-8053-3513
서울특별시,음악/콘서트,제19회 한국피아노듀오협회 스페셜콘서트,예술의전당 IBK챔버홀,2022-11-24~2022-11-24,유료,매니지먼트예진 02-2266-7740
경기도,음악/콘서트,장애인을 위한 세상의 빛 음악회,고양아람누리 아람음악당,2022-11-24~2022-11-24,무료,우림복지재단 031-924-5784
서울특별시,음악/콘서트,M 소나타 시리즈 〈문지영 피아노 리사이틀〉,마포아트센터 아트홀맥,2022-11-24~2022-11-24,유료,02-3274-8600[공연문의1번]
전라북도,뮤지컬/오페라,판소리댄스컬 ‘몽연-서동의 꽃’ - 전주,전북예술회관,2022-06-03~2022-11-25,유료,"063-230-7419,39"
전라북도,기타,몽연: 서동의 꽃,전북예술회관,2022-06-03~2022-11-25,유료,063-230-7419~29
서울특별시,무용/발레,"제43회 서울무용제, 경연대상부문",아르코예술극장 대극장,2022-11-18~2022-11-25,유료,서울무용제 조직위원회 02-744-8066
경기도,연극,연극 <FBW>,안산문화예술의전당,2022-11-24~2022-11-25,유료,080-481-4000
강원도,음악/콘서트,춘천시립합창단 특별연주회: 오페라 칸타타 윤동주,춘천문화예술회관,2022-11-24~2022-11-25,유료,춘천시립예술단 033-259-5874 / 5877
대전광역시,음악/콘서트,"연주자를 만나다 Ⅱ, 피아니스트 이진옥의 ARTIFEX 2",골프존조이마루 아트홀,2022-11-25~2022-11-25,유료,나무예술기획 042-477-8220
서울특별시,기타,미디어아트 x 시나 쓰는 앨리스: 상실의 별,스페이스 브릭,2022-11-25~2022-11-25,유료,인터파크 1544-1555
전라북도,음악/콘서트,박희경 & 김노을 Joint Recital [전주],한국소리문화의전당,2022-11-25~2022-11-25,유료,"010-2718-1269, 010-6241-9061"
경상남도,무용/발레,MOTI: 어디로부터 [진주],경상남도 문화예술회관,2022-11-25~2022-11-25,유료,경상남도문화예술회관 1544-6711
서울특별시,음악/콘서트,KT와 함께하는 예술의전당 마음을 담은 클래식 (11월),예술의전당 콘서트홀,2022-11-25~2022-11-25,유료,예술의전당 02-580-1300
서울특별시,음악/콘서트,필하모니 코리아 창단연주회,예술의전당 콘서트홀,2022-11-25~2022-11-25,유료,더브릿지컴퍼니 02-6094-1001
서울특별시,음악/콘서트,신세계로부터,롯데콘서트홀,2022-11-25~2022-11-25,유료,심포니 송 02-549-0046
경기도,음악/콘서트,문지영 피아노 리사이틀 [성남],성남아트센터 콘서트홀,2022-11-25~2022-11-25,유료,성남아트센터 031-783-8000
울산광역시,음악/콘서트,"마스터피스 시리즈 6, 제225회 울산시립교향악단 정기연주",울산문화예술회관,2022-11-25~2022-11-25,유료,울산문화예술회관 052-275-9623
서울특별시,음악/콘서트,바이올리니스트 박지현 & 비올리스트 홍진선 듀오 리사이틀,일신홀,2022-11-25~2022-11-25,유료,인터뮤직 02-2235-8956
경상남도,뮤지컬/오페라,라흐마니노프 [구미],강동문화복지회관 천생아트홀,2022-11-25~2022-11-25,유료,구미강동문화복지회관 054-480-4565 / 054-480-4554
서울특별시,음악/콘서트,Vox Amicis 두번째 연주회,영산아트홀,2022-11-25~2022-11-25,유료,코바기획 070-4110-8290
서울특별시,음악/콘서트,바이올리니스트 탁보늬 콘서트,웨스트브릿지,2022-11-25~2022-11-25,유료,인터파크 1544-1555
서울특별시,음악/콘서트,정나래 작곡 발표회: 음의 정경,롯데콘서트홀,2022-11-25~2022-11-25,유료,J&R예술기획 02-3491-2370
서울특별시,음악/콘서트,박지원 바이올린 독주회,세종문화회관 체임버홀,2022-11-25~2022-11-25,유료,예인예술기획 02-586-0945
서울특별시,음악/콘서트,이보미 귀국 피아노 독주회,예술의전당 리사이틀홀,2022-11-25~2022-11-25,유료,마스트미디어 02-541-3184
대구광역시,음악/콘서트,"대구아티스트위크 시즌 4, 관악: 바로크: 통주저음의 시대 [대구]",대구콘서트하우스 챔버홀,2022-11-25~2022-11-25,유료,대구콘서트하우스 053-250-1400
대전광역시,국악,"대전시립연정국악단, 토요국악",대전시립연정국악원,2022-03-12~2022-11-26,유료,042-270-8585
대전광역시,국악,[대전시립연정국악단] 상설공연 '토요국악',대전시립연정국악원,2022-03-12~2022-11-26,유료,042-270-8585
부산광역시,음악/콘서트,컬쳐 팔레트 시즌2,동래문화회관대극장,2022-07-30~2022-11-26,무료,051-550-6611
울산광역시,뮤지컬/오페라,개구리왕자 [울산],울산 레미어린이극장,2022-10-27~2022-11-26,유료,레미어린이극장 052-288-8799
경기도,음악/콘서트,"해설이 있는 클래식 음악회, 낭만시리즈 2 [과천]",과천시민회관 대극장,2022-10-29~2022-11-26,유료,과천문화재단 02-2009-9772
서울특별시,뮤지컬/오페라,우렁이색시 [서울 금천],레미어린이극장 금천점,2022-11-05~2022-11-26,유료,레미어린이극장 금천점 02-868-5961
충청남도,뮤지컬/오페라,아기 돼지 삼형제: 우주탐사편 [천안],홈플러스천안신방점소극장,2022-11-19~2022-11-26,유료,홈플러스천안신방점 소극장 041-578-1090
서울특별시,연극,그녀는 함흥차를 타고 어디로 갔을까?,플랫폼74,2022-11-24~2022-11-26,유료,070-7954-4905
부산광역시,연극,"작은 무대에 부는 바람, 고슴도치를 입양하세요 [부산]",공간소극장,2022-11-25~2022-11-26,유료,공간소극장 051-611-8518
경기도,아동/가족,노래하는 토리,복사골문화센터 판타지아극장,2022-11-25~2022-11-26,유료,032-320-6336
부산광역시,연극,"경숙이, 경숙아버지 [부산]",부산문화회관 중극장,2022-11-25~2022-11-26,유료,부산문화회관 051-607-6000 (ARS 1번)
경상남도,무용/발레,호두까기인형 [안동],안동문화예술의전당,2022-11-25~2022-11-26,유료,안동문화예술의전당 054-840-3600
경기도,뮤지컬/오페라,"국립오페라단, 라 트라비아타 [군포]",군포문화예술회관,2022-11-25~2022-11-26,유료,군포문화예술회관 031-390-3500~1
인천광역시,뮤지컬/오페라,토스카 [인천],아트센터 인천,2022-11-25~2022-11-26,유료,아트센터인천 032-453-7700
인천광역시,뮤지컬/오페라,오! 당신이 잠든 사이 [인천],인천동구청소년수련관,2022-11-25~2022-11-26,유료,동구문화체육센터 032-772-7700
경기도,뮤지컬/오페라,적벽 [오산],오산문화예술회관,2022-11-25~2022-11-26,유료,오산문화예술회관 031-379-9999
서울특별시,연극,"한밤의 공연 산책, 내게 빛나는 모든 것 (11월)",강동아트센터,2022-11-25~2022-11-26,유료,강동아트센터 02-440-0500
부산광역시,연극,제73회 부산시립극단 정기공연: 나혜석,부산문화회관 대극장,2022-11-25~2022-11-26,유료,부산문화회관 051-607-6000 (ARS 1번)
서울특별시,국악,자라는 자라,남산골한옥마을,2022-11-25~2022-11-26,유료,서울남산국악당 02-2261-0500
대구광역시,연극,"작은 무대에 부는 바람, 먼데서 오는 여자 [대구]",한울림 소극장,2022-11-25~2022-11-26,유료,한울림소극장 053-246-2925
대구광역시,뮤지컬/오페라,LAST MOON [대구],달서아트센터,2022-11-25~2022-11-26,유료,브리즈 053-584-9273
충청북도,뮤지컬/오페라,오즈의 마법사 [음성],음성문화예술회관,2022-11-26~2022-11-26,유료,케이뮤지컬컴퍼니 010-6760-8792
경기도,음악/콘서트,"토요키즈클래식, 클래식으로 만나는 겨울 [용인] (11월)",용인포은아트홀,2022-11-26~2022-11-26,유료,"용인문화재단 031-260-3355, 3358"
전라북도,무용/발레,Fly Higher with KNB [익산],익산예술의전당 대공연장,2022-11-26~2022-11-26,유료,익산예술의전당 063-859-3254
부산광역시,음악/콘서트,필름 뮤직 판타지 (Film Music Fantasy),동래문화회관대극장,2022-11-26~2022-11-26,무료,동래문화회관 051-550-6611
경기도,음악/콘서트,노부스 콰르텟-오직베토벤,복사골문화센터 아트홀,2022-11-26~2022-11-26,유료,032-320-6336
서울특별시,음악/콘서트,"인 하우스 아티스트 시리즈 II, 신창용 (11.26)",롯데콘서트홀,2022-11-26~2022-11-26,유료,롯데문화재단 1544-7744
경상남도,음악/콘서트,"조희창의 음악 오디세이, 책갈피 속의 클래식",포항문화예술회관,2022-11-26~2022-11-26,유료,포항문화재단 054-289-7830
서울특별시,음악/콘서트,서울시향 실내악 시리즈 VII,세종문화회관 체임버홀,2022-11-26~2022-11-26,유료,서울시립교향악단 1588-1210
대구광역시,음악/콘서트,일리야 라쉬코프스키 라흐마니노프 3개의 피아노협주곡 [대구],대구콘서트하우스 그랜드홀,2022-11-26~2022-11-26,유료,"두남재엔터테인먼트 02-6292-9368, 9370"
경기도,음악/콘서트,"아람 로열 클래식 4, 손민수 리사이틀",고양아람누리 아람음악당,2022-11-26~2022-11-26,유료,고양문화재단 1577-7766
경기도,음악/콘서트,"노부스 콰르텟, 오직 베토벤 [부천]",복사골문화센터 아트홀,2022-11-26~2022-11-26,유료,복사골문화센터 아트홀 032-320-6336
서울특별시,뮤지컬/오페라,책먹는여우 [구로],구로구민회관,2022-11-26~2022-11-26,유료,극단 가람 031-633-4864
서울특별시,뮤지컬/오페라,알라딘과 자스민공주 [서울 강서],강서구민회관,2022-11-26~2022-11-26,유료,"극단 예일 02-555-0822~3, 1143"
경기도,뮤지컬/오페라,바다탐험대 옥토넛 시즌2: 대산호초 보호작전 [화성],유앤아이센터 화성아트홀,2022-11-26~2022-11-26,유료,오름기획 1599-9354
서울특별시,음악/콘서트,"금호영아티스트콘서트, 차준호 피아노 독주회",금호아트홀 연세,2022-11-26~2022-11-26,유료,금호문화재단 02-6303-1977
서울특별시,음악/콘서트,박혜지 타악기 리사이틀,예술의전당 IBK챔버홀,2022-11-26~2022-11-26,유료,더브릿지컴퍼니 02-6094-1001
서울특별시,음악/콘서트,"금호영재콘서트, 이주와 피아노 독주회",금호아트홀 연세,2022-11-26~2022-11-26,유료,금호문화재단 02-6303-1977
